# s.r.,mse_$k$-best,mse_$f_{avg}$,mse_LSC,ssim_$k$-best,ssim_$f_{avg}$,ssim_LSC
1.0000e-02,1.2743e-02,1.6238e-02,2.0691e-02,2.6367e-02,3.3598e-02,4.2813e-02,5.4556e-02,6.9519e-02,8.8587e-02,1.1288e-01,1.4384e-01,1.8330e-01,2.3357e-01,2.9764e-01,3.7927e-01,4.8329e-01,6.1585e-01,7.8476e-01,1.0000e+00
1.1153e-02,9.1541e-03,7.5963e-03,6.2733e-03,5.0530e-03,3.8959e-03,2.9838e-03,2.2684e-03,1.7062e-03,1.2616e-03,9.4034e-04,6.8671e-04,5.0246e-04,3.5298e-04,2.3231e-04,1.4215e-04,7.4879e-05,2.9568e-05,6.7563e-06,2.7959e-33
1.4826e-02,1.2054e-02,1.0077e-02,8.2462e-03,6.7395e-03,5.4479e-03,4.2714e-03,3.3296e-03,2.4953e-03,1.7884e-03,1.3307e-03,1.0043e-03,7.3793e-04,5.3347e-04,3.7498e-04,2.4816e-04,1.5084e-04,8.3132e-05,3.2016e-05,2.7959e-33
5.0315e-03,4.6864e-03,4.2625e-03,3.8586e-03,3.3874e-03,2.9362e-03,2.4548e-03,1.9674e-03,1.6201e-03,1.3133e-03,1.0248e-03,8.1883e-04,6.4104e-04,4.9637e-04,3.7083e-04,2.8112e-04,2.0285e-04,9.6872e-05,3.2335e-05,2.7959e-33
6.2100e-01,6.4511e-01,6.7012e-01,6.9700e-01,7.2720e-01,7.6039e-01,7.9454e-01,8.2829e-01,8.6042e-01,8.8845e-01,9.1138e-01,9.3023e-01,9.4558e-01,9.5873e-01,9.6982e-01,9.7913e-01,9.8700e-01,9.9338e-01,9.9802e-01,1.0000e+00
6.2350e-01,6.5316e-01,6.8007e-01,7.1333e-01,7.4416e-01,7.7786e-01,8.1094e-01,8.4197e-01,8.7296e-01,9.0115e-01,9.2311e-01,9.4049e-01,9.5393e-01,9.6505e-01,9.7422e-01,9.8201e-01,9.8824e-01,9.9316e-01,9.9721e-01,1.0000e+00
7.6569e-01,7.7383e-01,7.8150e-01,7.9080e-01,8.0395e-01,8.1780e-01,8.3856e-01,8.6778e-01,8.9038e-01,9.1211e-01,9.3028e-01,9.4405e-01,9.5478e-01,9.6392e-01,9.7130e-01,9.7745e-01,9.8355e-01,9.9194e-01,9.9700e-01,1.0000e+00
